event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD28031,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,Rangpur,Taraganj,Taraganj,25.79,89.04,1,"Prothom Alo",National,"On 5 August 2024, unidentified assailants attacked, vandalized and set ablaze the place of worship of the Ahmadiyya community in Taraganj town (Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They also vandalized the Upazila Parishad, the portrait of Bangabandhu and Bangabandhu's mural in the Muktijoddha building, and looted 460 sacks from the chemical fertilizer godown of the Taraganj upazila Awami League president in the Chowpathi area of Taraganj town.",0,"crowd size=no report; local administrators",1723576772
BGD28032,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Dhaka,Shariatpur,"Shariatpur Sadar",Shariatpur,23.21,90.35,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized a Hindu temple in Shariatpur city (Shariatpur Sadar, Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. Locals (likely Hindu based on the place) were inside the temple at the time, and left after Army troopers arrived at the place.",0,"crowd size=no report",1723576772
BGD28034,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar",Teknaf,Teknaf,20.8583,92.2977,1,"Prothom Alo",National,"On 5 August 2024, unidentified assailants set alight the Awami League office and the business establishment of a former member of parliament of Cox's Bazar-3 constituency in Teknaf upazila (Cox's Bazar), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576772
BGD28035,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party",Rioters,"Civilians (Bangladesh)","Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Chittagong,Noakhali,Hatiya,Hatiya,22.2883,91.1398,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons attacked, looted, and vandalized three houses, including that of the president of Upazila Hindu Parishad, and four businesses owned by persons from the Hindu community in Hatiya Upazila (Noakhali, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The attackers also assaulted the mother of the Upazila Hindu Parishad President. The victims claim that the attackers were associated with the local BNP unit.",0,"crowd size=no report",1723576772
BGD28036,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","Chhota Paik Para Communal Group (Bangladesh)",Rioters,"Civilians (Bangladesh)","Chhota Paik Para Communal Group (Bangladesh); Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Bagerhat,"Bagerhat Sadar",Rakhalgachi,22.7025,89.6712,2,"Prothom Alo",National,"On 5 August 2024, masked men assaulted, hacked, and killed a retired Hindu school teacher in Chhota Paik para village of Rakhalgachi Union of Bagerhat Sadar Upazila (Bagerhat, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The wife and daughter of the deceased were injured. They were admitted to Bagerhat District Hospital. One of the neighbors had threatened them hours before the attack. The two main accused are absconding.",1,"crowd size=no report",1723576772
BGD28044,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","Students (Bangladesh)",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Naogaon,"Naogaon Sadar",Naogaon,24.8042,88.9488,1,"Dhaka Tribune",National,"On 5 August 2024, thousands of people, including students, set fire to the residence of member of parliament, Awami League offices, and motorbikes in Naogaon town, Naogaon Sadar (Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=thousands",1723576772
BGD28051,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Jubo League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rajshahi,Bogra,Sahajanpur,Shajahanpur,24.7666,89.4,2,"Prothom Alo",National,"On 5 August 2024, unidentified assailants hacked and killed a local Jubo League leader at Kharna Bazar in Shajahanpur (Sahajanpur) upazila (Bogra, Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",1,"crowd size=no report",1723576772
BGD28052,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Satkhira,"Satkhira Sadar",Satkhira,22.7082,89.0719,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons assaulted and killed an Awami League member of Baikari village, Sadar Upazila (Satkhira, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",1,"crowd size=no report",1723576772
BGD28053,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Narail,"Narail Sadar",Narail,23.1551,89.4952,1,"Prothom Alo",National,"On 5 August 2024, about 100 people chased, assaulted, hacked and killed a youth, known for his proximity to the local Awami League leaders, in Narail city, Narail Sadar upazila (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. Unidentified persons also vandalized, looted and set ablaze residences of Awami League leaders, including Narail-2 Constituent Member of Parliament, District Awami League President and District Council Chairman and General Secretary, and party offices, including District Awami League Office, and district Council Office during victory processions in Narail city.",1,"crowd size=no report",1723576772
BGD28054,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","AL: Bangladesh Awami League; Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Meherpur,"Meherpur Sadar",Meherpur,23.7769,88.6303,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized and set ablaze the house of the District Awami League Legal Affairs Secretary with sticks, rods, and iron pipes; vandalized, looted and set ablaze at least 7 Hindu houses and assaulted occupants, including in Malopara area; and attacked and looted a Hindu business establishment in the Bara Bazar area, of Meherpur city (Meherpur Sadar, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576772
BGD28055,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Health Workers (Bangladesh); Hindu Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Dhaka,Faridpur,Madhukhali,Madhukhali,23.5214,89.6494,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the house, pharmacy and Kali mandir (Temple of Hindu goddess Kali) of a doctor belonging to the Hindu community in Bamundi Bazar, Madhukhali upazila (Faridpur, Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The crowd also assaulted him. They also vandalized and looted a flour mill belonging to the Hindu community near Madukhali-Naopara road in Madhukhali upazila.",0,"crowd size=no report",1723576772
BGD28056,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Hindu Group (Bangladesh); Teachers (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rajshahi,Natore,Lalpur,Lalpur,24.1556,88.9653,2,"Prothom Alo",National,"On 5 August 2024, people, vandalized and looted 8 Hindu houses, including the house of the Puja Udyapan Parishad president, 1 house in Bhatpara area and 1 house of a retired Hindu teacher in Madhavpura Palpara area, along with two Hindu temples, Jotdaivaki Shiva and Kali temples, at Lalpur upazila (Natore, Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They also attacked and injured the Hindu college teacher with sharp weapons.",0,"crowd size=no report",1723576772
BGD28058,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","LGBTQ+ (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rangpur,Dinajpur,"Dinajpur Sadar",Dinajpur,25.6274,88.6377,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons looted, and vandalized houses of Hijras (transgender, intersex, or eunuch people) in Hijrapalli in Majhadanga Bangibecha Ghat area in Dinajpur city (Dinajpur, Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They were inside the house at the time of the incident.",0,"crowd size=no report",1723576772
BGD28063,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Jubo League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Chuadanga,"Chuadanga Sadar",Chuadanga,23.643,88.8529,1,"Prothom Alo",National,"On 5 August 2024, unidentified assailants set ablaze the house of the former convener of District Jubo League in Chuadanga city (Chuadanga Sadar, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. 4 people were killed.",4,"crowd size=no report",1723576772
BGD28064,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Jubo League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rajshahi,Bogra,"Bogra Sadar",Bogra,24.853,89.3732,1,"Prothom Alo",National,"On 5 August 2024, unidentified assailants hacked and killed a local Jubo League leader in the Malgram Dighipara area in Bogra city (Bogra Sadar, Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",1,"crowd size=no report",1723576772
BGD28065,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Hindu Group (Bangladesh); Labor Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rangpur,Dinajpur,Bochaganj,Bochaganj,25.8054,88.4594,2,"Prothom Alo",National,"On 5 August 2024, at least 100 people armed with sticks and sharp weapons vandalized and looted at least 40 Hindu shops in Chowrangi Bazaar of Isania Union of Bochaganj Upazila (Dinajpur district, Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They were inside their shops at the time of the incident.",0,"crowd size=at least 100",1723576772
BGD28066,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Civilians (Bangladesh)","Jubo League",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Barisal,Barisal,"Barisal Sadar",Barisal,22.705,90.3701,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons set ablaze the houses of the Barisal Metropolitan Awami League general secretary and former mayor of City Corporation in Barisal city (Barisal Sadar), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. Three persons, including two Jubo league members, were charred to death.",3,"crowd size=no report; local administrators",1723576772
BGD28076,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Khulna,Satkhira,Assasuni,Kalyanpur,22.3891,89.2014,1,"Prothom Alo",National,"On 5 August 2024, several thousand people attacked the house of a local AL leader in Kalyanpur village (Satkhira, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The AL leader fired at the crowd, leading to 3 people being killed, after which the mob set ablaze his house and beat and killed the AL leader along with 5 of his relatives. Total 9 fatalities.",9,"crowd size=a thousand",1723576772
BGD28079,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Pabna,Santhia,Santhia,24.0532,89.5623,1,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the residences of Awami League leaders and offices of Awami League in Santhia town, Santhia upazila (Pabna, Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576772
BGD28080,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Faridpur,Sadarpur,Sadarpur,23.4617,90.0358,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized a pharmacy and a grocery store (likely belonging to Hindus based on their names) in Hatkrishnapur market of Sadarpur upazila (Faridpur, Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576772
BGD28081,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized and set ablaze various buildings including, the Rajshahi Metropolitan Police headquarters and Rajshahi Nagar building, offices of AL and its affiliate wings, properties within the North Bengal International University (founded by AL member) in Rajshahi city (Boalia), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. They also vandalized a branch of Agrani Bank and looted various goods including the air conditioner (AC), fan, computer, and curtain, from these buildings.",0,"crowd size=no report; local administrators",1723576772
BGD28082,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Khagrachhari,Panchhari,Panchhari,23.3147,91.9438,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the offices of Awami League in Panchhari upazila (Khagrachhari, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28083,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Narayanganj,"Narayanganj Sadar",Narayanganj,23.6135,90.503,1,"Dhaka Tribune",National,"On 5 August 2024, unidentified persons set fire to the residence of member of parliament (AL), and district Awami League office, in Narayanganj city, Narayanganj Sadar (Dhaka), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28084,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Mymensingh,Mymensingh,"Mymensingh Sadar",Mymensingh,24.7564,90.4065,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons demolished the sculpture of the Greek goddess Venus in the middle of the Sashilj fountain in Mymensingh city (Bangladesh) amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28085,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Chittagong,Mirsharai,Mirsharai,22.7785,91.57,2,"Prothom Alo",National,"On 5 August 2024, unidentified vandalized the offices and establishments of Awami League leaders, rural electricity office, and municipality office in Mirsharai upazila (Chittagong), during victory processions amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28086,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Khagrachhari,Manikchhari,Manikchhari,22.8396,91.8413,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the offices of Awami League in Manikchhari upazila (Khagrachhari, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28087,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party; JeI: Jamaat-e-Islami",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Barisal,Patuakhali,"Kala Para",Kuakata,21.8233,90.1212,1,"Prothom Alo",National,"On 5 August 2024, participants of a victory rally vandalized the house and temple of Kuakata Municipal Awami League Joint General Secretary, a Hindu, Kuakata town (Patuakhali, Barishal), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The victim claimed the role of local BNP and Jamat-e-Islami members. Local BNP leaders have denied the claim.",0,"crowd size=no report",1723576773
BGD28088,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Khulna,Koyra,Koyra,22.3341,89.3016,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the house of a school teacher belonging to the Hindu community in Gariabari village, Koyra upazila (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28089,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Khagrachhari,"Khagrachhari Sadar",Khagrachhari,23.1079,91.9701,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the offices and residences of Awami League leaders in Khagrachhari city, Khagrachhari Sadar (Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28090,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Jessore,Keshabpur,Keshabpur,22.9073,89.2195,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons looted, vandalized, and set ablaze homes and shops of the Hindu community in Keshabpur city (Jessore, Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. A local BNP leader intervened to stop the incident and was later attacked (coded separately).",0,"crowd size=no report",1723576773
BGD28091,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Brahmanbaria,Kasba,Kasba,23.7481,91.1328,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized and set fire to the residences of Awami League Law Minister in Kasba upazila (Brahmanbaria, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28092,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Barisal,Jhalokati,"Jhalokati Sadar",Jhalokati,22.6409,90.1985,1,"Prothom Alo",National,"On 5 August 2024, a mob vandalized and set fire to the residences of Awami League MP, UP chairman, and other leaders, in Jhalokati city, Jhalokati Sadar (Barisal), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28094,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Godagari,Godagari,24.4683,88.3236,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons set ablaze the house of the member of Ward No. 2 of Matikata Union of Godagari upazila (Rajshahi), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28096,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Barisal,Barisal,Gaurnadi,Nalchira,22.9498,90.2885,1,"Prothom Alo",National,"On 5 August 2024, unidentified assailants attacked the house of Nalcira Union Awami League member, a Hindu, and vandalized the Nalcira Jubo League leader's house with bricks in Nalchira town (Barisal), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28098,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Chandpur,Faridganj,Faridganj,23.1356,90.7434,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized and set alight the house of Puranbazar Degree College Principal, belonging to the Hindu community in Faridganj upazila (Chandpur, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28099,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,Dinajpur,"Dinajpur Sadar",Dinajpur,25.6274,88.6377,2,"Prothom Alo",National,"On 5 August 2024, unidentified assailants vandalized and looted at least 10-15 Hindu houses and Hindu establishments, including an under-construction temple, and multiple houses of AL leaders in Dinajpur district (Rangpur), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28100,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Khagrachhari,Dighinala,Dighinala,23.2878,92.0787,2,"Prothom Alo",National,"On 5 August 2024, a mob vandalized the offices of Awami League in Dighinala upazila (Khagrachhari, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28101,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Tejgaon,"Dhaka - Tejgaon",23.7626,90.3913,1,"Dhaka Tribune",National,"On 5 August 2024, a mob set fire to the ATN Bangla office in Dhaka - Tejgaon (Tejgaon), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28114,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Ramna,"Dhaka - Ramna",23.7454,90.4023,1,"Daily Star (Bangladesh)",National,"On 5 August 2024, a mob vandalized the residence of Chief Justice and looted valuables in Karkail area, Dhaka - Ramna (Ramna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28115,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Khulna,Dacope,Banishanta,22.4605,89.5832,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the home of the Banishanta Union Parishad chairman (AL), belonging to the Hindu community in Banishanta village (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28116,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Khulna,Dacope,Amtala,22.4739,89.5765,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the home of a Banishanta Union Parishad member (AL), belonging to the Hindu community in Amtala village, Dacope upazila (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report; local administrators",1723576773
BGD28117,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Khulna,Dacope,Dacope,22.5816,89.4874,2,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized several houses of Hindu persons and AL leaders in Dacope upazila (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. These include the home of Kailasganj Union Parishad chairman, belonging to the Hindu community in Ramnagar village, a Hindu person's house in Dhopadi Madhyapara village, the Kamarkhola Union Parishad chairman's (AL, Hindu) house in Vitabhanga village, the house of the former chairman of Tildanga Union Parishad (Hindu) in Kaminibasia village, Tildanga Union Awami League general secretary's (Hindy) house and another Hindu person's house in Botbunia village.",0,"crowd size=no report; local administrators",1723576773
BGD28118,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Khulna,Dacope,Tildanga,22.5955,89.4681,1,"Prothom Alo",National,"On 5 August 2024, unidentified persons vandalized the house of 2 persons belonging to the Hindu community in Tildanga village, Dacope upazila (Khulna), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28119,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar","Cox's Bazar Sadar","Cox's Bazar",21.4397,92.0095,1,"Prothom Alo",National,"On 5 August 2024, people vandalized, looted, and set ablaze police stations, residences of Awami League leaders, hotels, and other structures in Cox's Bazar city (Cox's Bazar, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement.",0,"crowd size=no report",1723576773
BGD28121,"05 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Chittagong,Chandpur,Shahrasti,Shahrasti,23.231,90.9466,2,"Financial Express (Bangladesh)",National,"On 5 August 2024, an anti-Awami League mob vandalized the house of a Union Parishad (UP) chairman and upazila unit Awami League (AL) leader in Suchipara south under Shahrasti upazila (Chandpur, Chittagong), amid the outbreak of violence after the resignation of the Prime Minister, following anti-government demonstrations emerging from the quota reform movement. The Union Parishad (UP) chairman died due to drowning in a pond.",0,"crowd size=no report; local administrators",1723576773
