event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD28253,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Jubo League; Students (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Chittagong,Chittagong,Patiya,Patiya,22.2954,91.979,1,"Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators clashed with members of BCL and Jubo League in Patiya town (Chittagong), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. At least 35 people were injured in the clash. Gunshots were fired during the clash.",0,"crowd size=no report",1728407772
BGD28254,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Mohanpur,Mohanpur,24.55,88.64,1,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators vandalized a food warehouse and the upazila Awami League office in Mohanpur city (Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28255,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Jubo League; Students (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar","Cox's Bazar Sadar","Cox's Bazar",21.4397,92.0095,1,"Daily Star (Bangladesh); Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators clashed with members of Awami League, Chhatra League (BCL) and Jubo League in Cox's Bazar town, Cox's Bazar Sadar (Chittagong), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 1 person was killed and at least 10 were injured in the clash.",1,"crowd size=no report",1728407772
BGD28256,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Chittagong,Noakhali,"Noakhali Sadar",Noakhali,22.8667,91.1,1,"Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators vandalized several offices, a shop owned by an AL leader, a health complex and other establishments, and clashed with members of Awami League in Noakhali city, Noakhali Sadar (Chittagong), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28259,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,Gaibandha,"Gaibandha Sadar",Gaibandha,25.3353,89.5419,1,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators vandalized the municipality office in Gaibandha city, Gaibandha Sadar (Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report; local administrators",1728407772
BGD28260,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,"Nilphamari Zila",Jaldhaka,Nilphamari,25.9666,88.95,1,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators vandalized the residence of the Awami League MP, AL office, and set fire to 15 bikes in Nilphamari town, Jaldhaka (Nilphamari Zila, Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28261,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Rangpur,Panchagarh,"Panchagarh Sadar",Panchagarh,26.3334,88.5578,1,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators vandalized the residences, and vehicles of Awami League MPs, mayor, and councillor and local leaders in Panchagarh city, Panchagarh Sadar (Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report; local administrators",1728407772
BGD28263,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Sylhet,Habiganj,"Habiganj Sadar",Habiganj,24.3804,91.413,2,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators besieged and set fire to the residence of Awami League MP in Habiganj district (Habiganj Sadar, Sylhet), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28264,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Sylhet,Sylhet,"Dakshin Surma","Dakshin Surma",24.8211,91.8903,2,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators vandalized and set fire to the residence of Awami League MP in Dakshin Surma (Sylhet), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28270,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rajshahi,Pabna,"Pabna Sadar",Pabna,24.0064,89.2372,1,"United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League in Pabna district town, Pabna Sadar (Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Members of Awami League opened fire at the demonstrators killing 3 students. 50 others were injured in the clash.",3,"crowd size=no report",1728407772
BGD28286,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party; Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,,,,"Rioters only",,50,"South Asia",Bangladesh,Khulna,Magura,Mohammadpur,Mohammadpur,23.4015,89.5973,1,"United News of Bangladesh",National,"On 4 August 2024, BNP members vandalized and set fire to the local Awami League office and business establishments owned by AL leaders in Mohammadpur city (Magura, Khulna) during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28292,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","AL: Bangladesh Awami League; BCL: Bangladesh Chhatra League; Civilians (Bangladesh); Journalists (Bangladesh); Students (Bangladesh)",Rioters,"Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"BDnews24; Daily Star (Bangladesh); Financial Express (Bangladesh); United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League and Chhatra League (BCL), who were staging a sit-in demonstration outside the BSMMU Hospital in Dhaka - Shahbagh (Shahbagh), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Both sides used brickbats during the clash. AL and BCL members took shelter inside the hospital, after which the demonstrators entered the hospital. Hospital staff tried to block their entry. The hospital, and several vehicles in the area were vandalized by the demonstrators. 3 journalists were also assaulted during the clash.",0,"crowd size=no report",1728407772
BGD28024,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","Civilians (Bangladesh); Journalists (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"Daily Star (Bangladesh); Financial Express (Bangladesh)",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration carrying dead bodies of 4 students killed in Dhaka (coded separately) in Dhaka - Shahbagh (Shahbagh), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police forces used sound grenades, tear gas shells and opened fire at demonstrators, while demonstrators threw brick chunks at police. Injuries unknown. Demonstrating students took shelter inside a hospital.",0,"crowd size=no report",1728407772
BGD28209,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,"New Market","Dhaka - New Market",23.7362,90.3835,1,"Dhaka Tribune",National,"On 4 August 2024, more than 50 students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with police forces at Science Lab area, Dhaka - New Market (New Market), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Injuries unknown.",0,"crowd size=more than 50",1728407772
BGD28222,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","AL: Bangladesh Awami League; Civilians (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Gazipur,Kaliakair,Kaliakair,24.0696,90.2221,2,"Dhaka Tribune",National,"On 4 August 2024, hundreds of anti-quota student demonstrators set fire to a traffic police box and an AL office and chased members of Awami League present outside the office in Chandra Trimore area, Kaliakair upazila (Gazipur, Dhaka), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Injuries unknown.",0,"crowd size=hundreds",1728407772
BGD28224,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","AL: Bangladesh Awami League; Civilians (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Khulna,Kushtia,"Kushtia Sadar",Kushtia,23.9028,89.1194,1,"Daily Star (Bangladesh); Prothom Alo",National,"On 4 August 2024, 200-250 anti-quota student demonstrators vandalized the district Awami League office, residence of an Awami League MP and a traffic police box in Kushtia city, Kushtia Sadar (Khulna), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police forces fired tear gas to disperse the demonstrators. The staff of the MP was inside the house, one person was injured when demonstrators threw brickbats.",0,"crowd size=200-250",1728407772
BGD28226,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","BCL: Bangladesh Chhatra League; Police Forces of Bangladesh (2009-2024) Border Guards Bangladesh; Rioters (Bangladesh); Students (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Sylhet,Sylhet,Golapganj,Dhakadakshin,24.8085,92.0407,2,"Asian News International; Dhaka Tribune; United News of Bangladesh",National-Regional,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of BCL, police and BGB forces in Dhakadakshin area of Golapganj upazila (Sylhet), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 3 people were killed and at least 25 others were injured, including police personnel.",3,"crowd size=no report",1728407772
BGD28228,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","BCL: Bangladesh Chhatra League; Police Forces of Bangladesh (2009-2024) Border Guards Bangladesh; Rioters (Bangladesh); Students (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Sylhet,Sylhet,"Sylhet Sadar",Sylhet,24.899,91.872,2,"The Business Standard (Bangladesh)",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of BCL, police and BGB forces in Chowmuhani area of Sadar upazila (coded as Sylhet), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 2 persons were killed.",2,"crowd size=no report",1728407772
BGD28229,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","AL: Bangladesh Awami League; Rioters (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Faridpur,"Faridpur Sadar",Faridpur,23.6061,89.8406,1,"Financial Express (Bangladesh)",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and set fire to Rajendra Student Council Building, and vandalized Awami League's office, Jubo League's office, and at least 100 motorbikes in Faridpur city, Faridpur Sadar (Dhaka), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. A clash took place between members of Awami League and demonstrators during the vandalism of Awami League office at Lablu road. Police fired tear gas and sound grenades to disperse the demonstrators. Injuries unknown.",0,"crowd size=no report",1728407772
BGD28230,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Chittagong,Brahmanbaria,Ashuganj,Ashuganj,24.0401,91.0117,2,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators vandalized a police station in Ashuganj upazila (Brahmanbaria, Chittagong), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28231,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Khilgaon,"Dhaka - Khilgaon",23.7527,90.4509,1,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators vandalized a police station in Dhaka - Khilgaon (Khilgaon), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28234,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Narayanganj,"Narayanganj Sadar",Narayanganj,23.6135,90.503,1,"Daily Star (Bangladesh); Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators vandalized a police station, office of DC, a state-run park and set fire to the Rifles' club in Narayanganj city (Narayanganj, Dhaka), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28235,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Tangail,Mirzapur,Gorai,24.0989,90.1613,1,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators vandalized a highway police station on the outskirts of Gorai town (Tangail, Dhaka), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28236,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Khulna,Jhenaidah,"Jhenaidah Sadar",Jhenaidah,23.5425,89.1749,1,"Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators clashed with police forces using bricks, vandalized a police station and post office, in Jhenaidah city, Jhenaidah Sadar (Khulna), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police fired tear gas and rubber bullets during the clash. At least 15 people were injured.",0,"crowd size=no report",1728407772
BGD28237,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Rajshahi,Pabna,"Pabna Sadar",Pabna,24.0064,89.2372,2,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators vandalized a police station in Pabna Sadar (coded to Pabna, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",0,"crowd size=no report",1728407772
BGD28238,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Rajshahi,Sirajganj,Belkuchi,Belkuchi,24.2981,89.7041,2,"United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with police forces at Belkuchi police station, Belkuchi upazila (Sirajganj, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Over 200 people were injured in various clashes in Sirajganj district.",0,"crowd size=no report",1728407772
BGD28241,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Rangpur,Dinajpur,"Dinajpur Sadar",Dinajpur,25.6274,88.6377,1,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators clashed with police forces at several areas of Dinajpur city, Dinajpur Sadar (Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. At least 50 people were injured in the clash. Police forces fired tear gas and rubber bullets during the incident. Residences of the AL whip (MP) in Parliament and a judge were vandalized and set on fire.",0,"crowd size=no report",1728407772
BGD28242,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","Civilians (Bangladesh); Journalists (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Sylhet,Sylhet,"Sylhet Sadar",Sylhet,24.899,91.872,1,"BDnews24; Daily Star (Bangladesh); United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with police forces in Court Point area, Sylhet city, Sylhet Sadar, during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police fired tear gas shells and sound grenades to disperse the demonstrators. Several people, including 1 with bullet wounds, were injured in the clash. 2 journalists were assaulted during the clash.",0,"crowd size=no report",1728407772
BGD28247,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Chittagong,Comilla,Daudkandi,Elliotganj,23.5134,90.8691,1,"Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators attacked a police station and assaulted and killed a policeman in Eliotganj town (Comilla, Chittagong), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations.",1,"crowd size=no report",1728407772
BGD28251,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; BCL: Bangladesh Chhatra League; Civilians (Bangladesh); Journalists (Bangladesh); Jubo League; Police Forces of Bangladesh (2009-2024); Students (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,"Daily Star (Bangladesh); United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League, Chhatra League (BCL), Jubo League and police forces in Kadamtali, Tiger Pass, Kotwali, Laldighi, Jubilee Road, SS Khaled Road, and Kazi Deuri areas in Chittagong city (Pahartali), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. BCL members opened fired at demonstrators, whereas police fired tear gas shells and sound grenades to disperse the demonstrators. At least 40 people were injured in the clash, including a journalist who was assaulted by demonstrators in New Market area. Members of Awami League and Jubo League also vandalized the BNP office at Noor Ahmad road.",0,"crowd size=no report",1728407772
BGD28257,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Dhaka,Keraniganj,"Dhaka - Keraniganj",23.6535,90.3914,1,"Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators clashed with members of Awami League and police forces with sticks, and vandalized and torched the AL office in Dhaka - Keraniganj (Keraniganj), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. A member of Awami League was killed 15 people were injured in the clash.",1,"crowd size=no report",1728407772
BGD28268,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; BJSL: Bangladesh Jatiya Sramik League; Government of Bangladesh (2009-2024); Jubo League; Labor Group (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Narsingdi,"Narsingdi Sadar",Madhabdi,23.8508,90.6755,1,"United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League, Sramik League, and Jubo League in Madhabdi Bus Stand in Madhabdi town (Narsingdi, Dhaka), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Awami League members fired shots and injured 4 demonstrators, following which demonstrators assaulted and killed 6 members of Awami League including Sramik League, Jubo League, and a UP chairman.",6,"crowd size=no report",1728407772
BGD28269,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rajshahi,Bogra,Sherpur,Sherpur,24.6765,89.4159,2,"Daily Star (Bangladesh); Dhaka Tribune",National,"On 4 August 2024, anti-quota student demonstrators clashed with members of Awami League and vandalized a police station in Sherpur upazila (Bogra, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 3 people were killed and over 50 were injured in the clash.",3,"crowd size=no report",1728407772
BGD28272,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rajshahi,Sirajganj,Ullahpara,Ullahpara,24.3128,89.5701,2,"United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League and police forces at Hatikumrul police station in Ullahpara upazila (Sirajganj, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Over 200 people were injured in clashes in various areas of Sirajganj district.",0,"crowd size=no report",1728407772
